customer_id,product_name,journey_length,currently_customer,customer age group at the point of sign up
85770,product5,391,N,above 45
85824,product5,522.5,N,above 45
85844,product3,243.5,N,25-35
85844,product9,243.5,N,25-35
85855,product3,553,N,25-35
85857,product3,312,N,under 18
85857,product9,312,Y,under 18
85863,product9,1821,N,under 18
85863,product4,1821,N,under 18
85868,product3,947,N,above 45
85879,product4,624,N,25-35
85882,product4,565,N,under 18
85887,product5,87,N,above 45
85890,product7,615.5,N,under 18
85895,product5,635,N,25-35
85901,product10,1064,N,under 18
85933,product10,560.5,N,under 18
85951,product3,542,N,under 18
85954,product9,3249,N,25-35
85954,product3,3249,N,25-35
85977,product2,92,N,under 18
85979,product3,4420,N,under 18
85982,product4,624,Y,25-35
85995,product11,102,N,under 18
85999,product1,20,Y,25-35
86024,product5,331,N,above 45
86028,product5,54,N,above 45
86052,product1,20,Y,above 45
86077,product11,847.5,N,25-35
86081,product10,750,N,25-35
86115,product9,750,N,above 45
86115,product6,750,N,above 45
86131,product3,635,Y,25-35
86132,product11,559.5,N,under 18
86155,product5,2678,N,above 45
86161,product3,2371,N,above 45
86161,product9,2371,N,above 45
86176,product11,546,Y,under 18
86200,product3,529,Y,above 45
86219,product9,173.5,N,under 18
86219,product10,173.5,N,under 18
86246,product1,558.5,N,under 18
86254,product11,546,N,under 18
86287,product10,1479,Y,25-35
86325,product11,2977,N,under 18
86325,product9,30,N,under 18
86333,product11,74,Y,25-35
86361,product11,425,N,under 18
86368,product4,329,N,25-35
86386,product1,847.5,N,25-35
86389,product3,3186,Y,under 18
86389,product9,3186,N,under 18
86394,product3,264.5,N,25-35
86394,product9,264.5,Y,25-35
86400,product3,530,N,under 18
86418,product4,559,N,under 18
86420,product3,2688,Y,under 18
86440,product9,243,N,under 18
86440,product3,243,N,under 18
86470,product3,3914,N,under 18
86470,product9,3914,N,under 18
86510,product3,136,N,18 - 25
86523,product3,32,N,under 18
86545,product3,1092,Y,25-35
86560,product5,34,N,above 45
86561,product1,278,N,25-35
86564,product7,115,N,35-45
86567,product4,139,N,25-35
86569,product3,604.5,N,18 - 25
86571,product3,464,N,under 18
86587,product3,243.5,N,25-35
86587,product9,243.5,N,25-35
86629,product10,1335,N,under 18
86646,product6,281,N,other
86648,product3,3752,N,under 18
86654,product3,264.5,N,25-35
86654,product9,264.5,N,25-35
86674,product3,553,N,25-35
86685,product9,1193,N,above 45
86685,product5,1193,N,above 45
86694,product10,305.5,N,other
86700,product5,140,N,25-35
86727,product1,478,N,25-35
86762,product9,578,N,under 18
86762,product2,578,N,under 18
86768,product4,49,N,25-35
86774,product4,316,N,25-35
86775,product4,66,N,25-35
86779,product1,1234,N,under 18
86788,product11,195,N,25-35
86818,product11,1159,N,25-35
86818,product8,1355,N,25-35
86820,product3,284.5,N,under 18
86820,product9,284.5,N,under 18
86837,product1,541,N,under 18
86854,product5,710,N,under 18
86869,product5,710,Y,under 18
86875,product3,882,N,under 18
86879,product3,472.5,N,other
86891,product11,95,N,under 18
86901,product11,484,N,under 18
86906,product9,312,N,under 18
86906,product2,312,N,under 18
86924,product5,420,N,above 45
86940,product9,12,N,25-35
86940,product5,12,N,25-35
86964,product2,3314,N,25-35
86969,product4,262,N,25-35
86969,product8,98,N,25-35
87022,product9,3368,N,under 18
87022,product8,3368,Y,under 18
87040,product11,1727,N,under 18
87091,product5,3500,Y,above 45
87112,product3,6200,Y,25-35
87140,product3,530,N,25-35
87220,product3,58,N,under 18
87220,product9,284.5,N,under 18
87220,product2,58,N,under 18
87220,product11,284.5,Y,under 18
87225,product3,464,N,under 18
87227,product10,812.5,N,18 - 25
87254,product11,570,N,under 18
87255,product5,391,N,above 45
87281,product3,471,N,25-35
87323,product4,474,N,under 18
87344,product3,501,N,25-35
87350,product3,1468,N,25-35
87362,product10,71,N,under 18
87396,product3,522,Y,above 45
87399,product3,1764,Y,25-35
87416,product3,35,N,under 18
87417,product3,32,N,under 18
87423,product1,343,Y,25-35
87443,product3,2458,N,under 18
87449,product3,565.5,N,above 45
87481,product4,211,N,25-35
87481,product5,258,N,25-35
87519,product11,1605,N,under 18
87581,product3,938,N,under 18
87591,product5,895,N,under 18
87597,product3,385,N,under 18
87597,product9,385,N,under 18
87628,product11,1777,N,under 18
87652,product4,609,N,25-35
87693,product11,602,N,25-35
87715,product1,1291,N,under 18
87748,product11,649,N,35-45
87753,product3,252,N,25-35
87753,product9,252,Y,25-35
87766,product5,366,N,25-35
87790,product11,604,N,under 18
87790,product1,136,N,under 18
87790,product5,558.5,N,under 18
87817,product1,2420,N,under 18
87817,product11,546,N,under 18
87821,product3,70,N,under 18
87821,product9,70,N,under 18
87825,product9,4178,N,25-35
87825,product10,277,N,25-35
87825,product3,4178,N,25-35
87825,product4,277,N,25-35
87838,product4,399,Y,under 18
87893,product3,243.5,Y,25-35
87893,product9,243.5,N,25-35
87895,product2,8,N,25-35
87919,product3,32,N,under 18
87926,product3,32,N,under 18
87926,product7,357,N,under 18
87944,product3,226,N,25-35
87956,product3,1610,N,under 18
87982,product10,1879,N,under 18
87989,product4,324,N,25-35
87996,product11,340,N,25-35
88013,product4,597,Y,25-35
88023,product5,106,N,under 18
88069,product3,464,Y,under 18
88098,product3,32,Y,under 18
88099,product3,464,N,under 18
88116,product3,52,N,25-35
88125,product9,1121,N,under 18
88125,product2,1121,N,under 18
88161,product3,35,N,under 18
88162,product3,308,N,25-35
88180,product3,3349,N,under 18
88276,product3,250,Y,under 18
88276,product9,250,N,under 18
88283,product3,99,Y,other
88311,product4,45,N,25-35
88319,product3,3332,N,25-35
88319,product9,3332,N,25-35
88329,product5,555,Y,25-35
88358,product2,102,N,under 18
88368,product11,4596,N,under 18
88368,product7,1338,N,under 18
88457,product11,757,N,under 18
88471,product6,428,N,other
88482,product6,183,N,18 - 25
88516,product7,31,N,35-45
88536,product3,16,N,25-35
88536,product9,16,N,25-35
88558,product5,36,N,under 18
88559,product9,526,N,25-35
88559,product7,526,N,25-35
88564,product5,285,N,25-35
88584,product10,1124.5,N,25-35
88597,product3,530,Y,25-35
88627,product3,530,N,25-35
88637,product3,102,N,25-35
88646,product10,501.5,N,35-45
88662,product10,22,N,35-45
88662,product11,436,N,35-45
88676,product3,86,N,25-35
88685,product11,541,N,under 18
88692,product11,4232,N,under 18
88730,product3,247.5,N,other
88730,product9,247.5,N,other
88737,product3,530,N,25-35
88761,product11,1730,N,under 18
88772,product3,530,N,25-35
88782,product5,600.5,Y,25-35
88796,product3,530,N,25-35
88803,product3,460,N,under 18
88823,product5,190,N,25-35
88854,product10,603.5,N,18 - 25
88858,product11,29,N,under 18
88872,product10,854,N,under 18
88920,product11,579.5,N,25-35
88960,product3,542,N,under 18
88961,product3,635,N,25-35
88982,product10,1587,N,25-35
88991,product3,1374,N,25-35
88991,product11,530,N,25-35
88995,product10,635,N,25-35
89038,product3,250,N,under 18
89038,product9,250,N,under 18
89070,product10,602.5,N,18 - 25
89080,product6,141,N,25-35
89141,product3,32,N,under 18
89147,product10,1518,N,under 18
89161,product11,484,N,under 18
89183,product3,510,N,under 18
89204,product3,530,N,under 18
89215,product11,1471,N,35-45
89223,product1,157,N,under 18
89269,product3,105,N,under 18
89304,product3,553,Y,above 45
89353,product3,192,N,25-35
89362,product10,635,N,25-35
89363,product3,235,N,25-35
89363,product9,235,N,25-35
89364,product1,,Y,25-35
89393,product10,429,N,35-45
89394,product10,542,N,under 18
89426,product9,203,N,other
89426,product8,203,N,other
89439,product2,532,N,25-35
89440,product10,1344,N,under 18
89443,product5,669,N,25-35
89463,product10,479.5,N,under 18
89496,product11,334,N,above 45
89520,product3,510,N,under 18
89551,product3,542,N,under 18
89587,product3,260,N,18 - 25
89603,product11,46,N,under 18
89605,product3,4262,Y,under 18
89613,product5,15,N,25-35
89624,product11,515,N,under 18
89646,product11,602,Y,25-35
89671,product10,1568,N,above 45
89691,product9,243.5,N,25-35
89691,product4,243.5,N,25-35
89692,product2,511,N,above 45
89718,product11,579.5,N,25-35
89757,product11,602,N,25-35
89762,product10,840,N,35-45
89773,product3,530,N,25-35
89777,product5,331,N,above 45
89778,product3,1667,N,25-35
89778,product9,1667,Y,25-35
89780,product10,452,N,under 18
89789,product10,929,N,under 18
89792,product10,2072,N,25-35
89811,product3,7,N,25-35
89825,product4,474,N,under 18
89865,product10,1722,N,under 18
89867,product10,635,N,25-35
89869,product3,460,N,under 18
89874,product11,184,N,under 18
89889,product11,30,N,25-35
89894,product5,6,N,above 45
89896,product5,579.5,N,under 18
89914,product11,263,N,under 18
89963,product2,537.5,Y,under 18
89966,product3,2157,N,25-35
89966,product9,2157,N,25-35
89969,product11,480.5,Y,under 18
90008,product1,205,N,under 18
90036,product3,29,N,25-35
90036,product9,29,N,25-35
90047,product11,882,N,under 18
90057,product11,847.5,N,25-35
90093,product3,8374,N,25-35
90103,product9,24,N,under 18
90103,product4,24,N,under 18
90114,product9,1550,N,other
90114,product6,1550,N,other
90148,product3,142,Y,25-35
90151,product11,1002,N,above 45
90170,product5,184,N,above 45
90181,product3,467,Y,above 45
90213,product10,754.5,Y,25-35
90215,product2,568.5,N,18 - 25
90239,product10,387,N,25-35
90251,product1,150,N,under 18
90259,product11,602,N,25-35
90352,product7,15,N,35-45
90367,product10,611,N,25-35
90388,product10,854,N,18 - 25
90395,product2,2226,N,other
90421,product3,1226,N,under 18
90432,product10,652,N,25-35
90457,product3,65,N,under 18
90457,product9,65,N,under 18
90499,product1,546,N,under 18
90510,product10,803,N,under 18
90530,product5,86,N,25-35
90540,product3,395,Y,25-35
90554,product5,627,N,above 45
90607,product3,126,N,under 18
90635,product3,238,N,under 18
90640,product10,2436,N,under 18
90641,product2,4257,N,under 18
90642,product10,2170,N,under 18
90643,product11,515,N,under 18
90656,product5,1494,N,above 45
90659,product10,1666,N,25-35
90664,product11,558,N,under 18
90679,product3,257,N,above 45
90679,product9,257,Y,above 45
90682,product3,368,N,under 18
90686,product2,378,N,18 - 25
90695,product3,1808,N,under 18
90704,product3,206,Y,under 18
90720,product4,1334,Y,25-35
90756,product1,558,N,25-35
90780,product10,728,N,35-45
90787,product9,243.5,N,25-35
90787,product6,243.5,N,25-35
90816,product5,572.5,N,25-35
90820,product4,9,N,25-35
90823,product5,522,N,above 45
90868,product7,608,N,under 18
90907,product11,1270,N,above 45
90914,product3,379,N,25-35
90934,product3,243.5,N,25-35
90934,product9,243.5,Y,25-35
90942,product11,259,N,under 18
90952,product1,1257,N,under 18
91017,product11,441,Y,under 18
91018,product3,501,N,25-35
91027,product2,348,N,under 18
91064,product9,741,N,above 45
91064,product5,741,N,above 45
91068,product10,649.5,N,under 18
91075,product11,408,N,under 18
91083,product3,358,N,25-35
91088,product1,213,N,25-35
91104,product3,2737,N,under 18
91124,product10,1400,N,under 18
91132,product4,399,N,under 18
91141,product10,364,Y,18 - 25
91144,product10,550,N,under 18
91154,product10,429,N,35-45
91173,product5,53,Y,under 18
91190,product4,548,Y,25-35
91241,product9,1085,N,above 45
91241,product7,1085,N,above 45
91244,product3,1535,Y,under 18
91247,product10,550,Y,under 18
91254,product3,1339,N,under 18
91263,product3,247.5,Y,above 45
91263,product9,247.5,N,above 45
91272,product11,1635,N,under 18
91293,product2,433,N,35-45
91306,product1,558.5,N,under 18
91307,product3,59,N,25-35
91371,product3,3038,Y,under 18
91385,product7,481.5,Y,above 45
91403,product5,572.5,Y,25-35
91408,product3,1064,N,under 18
91410,product10,452,N,under 18
91448,product5,55,N,25-35
91463,product10,86,N,under 18
91464,product3,542,N,under 18
91467,product5,572.5,N,25-35
91509,product10,512,N,under 18
91518,product9,2233,Y,25-35
91518,product7,2233,Y,25-35
91524,product3,243.5,N,25-35
91524,product9,243.5,Y,25-35
91534,product5,36,N,above 45
91542,product11,208,Y,25-35
91543,product4,537,N,25-35
91590,product3,460,N,25-35
91595,product3,464,N,under 18
91605,product5,239,N,under 18
91606,product2,479.5,N,under 18
91615,product10,357.5,Y,under 18
91629,product5,78,N,above 45
91661,product5,474.5,N,above 45
91685,product10,609,N,25-35
91705,product3,4268,N,under 18
91707,product11,514,N,under 18
91708,product3,510,N,under 18
91721,product3,542,N,under 18
91728,product3,530,N,under 18
91734,product11,597.5,N,18 - 25
91742,product11,524,N,under 18
91743,product3,542,N,under 18
91763,product3,460,Y,under 18
91766,product10,53,N,under 18
91807,product2,1230,Y,18 - 25
91813,product1,54,N,under 18
91813,product11,944,N,under 18
91831,product10,577,N,under 18
91832,product3,530,N,25-35
91840,product3,530,N,under 18
91841,product5,1068,N,25-35
91849,product10,512,N,under 18
91858,product2,827.5,N,under 18
91860,product3,530,N,under 18
91870,product10,958,N,above 45
91875,product10,537.5,Y,under 18
91879,product3,232,N,under 18
91908,product3,542,N,under 18
91916,product3,542,Y,under 18
91917,product3,530,N,under 18
91921,product2,46,Y,under 18
91928,product2,662,N,18 - 25
91933,product9,193,N,under 18
91933,product4,193,Y,under 18
91937,product3,542,N,under 18
91951,product5,552,Y,25-35
91952,product10,38,N,35-45
91973,product3,32,N,under 18
91980,product3,530,N,under 18
91982,product2,532,N,25-35
91998,product11,515,N,under 18
92016,product10,1736,N,under 18
92050,product10,21,N,under 18
92054,product5,551,N,under 18
92060,product3,542,N,under 18
92066,product2,430,N,35-45
92087,product9,235,N,25-35
92087,product11,235,N,25-35
92094,product3,376,N,under 18
92117,product1,847.5,N,25-35
92217,product5,1913,Y,above 45
92221,product10,2800,Y,25-35
92226,product11,595,N,above 45
92247,product1,0,Y,under 18
92247,product11,1443,N,under 18
92277,product2,635,N,25-35
92278,product10,3179,Y,under 18
92279,product11,372,N,under 18
92280,product5,600.5,N,25-35
92304,product10,181,Y,under 18
92355,product3,472.5,N,25-35
92356,product3,283,N,above 45
92378,product3,622,Y,under 18
92378,product9,622,N,under 18
92396,product2,542,N,under 18
92411,product7,23,N,above 45
92430,product10,542,N,under 18
92434,product2,2974,N,25-35
92459,product3,73,N,under 18
92493,product10,532,N,25-35
92499,product11,6967,Y,under 18
92527,product11,499,N,under 18
92527,product9,142,N,under 18
92594,product3,0,Y,under 18
92597,product5,135,N,above 45
92603,product9,220,N,25-35
92603,product10,220,N,25-35
92604,product5,415,N,above 45
92606,product10,2781,N,under 18
92658,product10,1072,N,18 - 25
92692,product1,299,Y,35-45
92801,product5,1053,N,above 45
92802,product7,470.5,N,above 45
92806,product11,973.5,N,25-35
92816,product11,1792,N,25-35
92880,product5,11,N,25-35
92907,product10,1764,N,25-35
92929,product4,548,Y,25-35
92944,product1,1020,Y,under 18
92944,product11,1117,Y,under 18
92991,product10,3694,N,25-35
93012,product11,203,Y,25-35
93044,product3,481.5,N,above 45
93063,product7,32,N,35-45
93089,product1,581,N,under 18
93094,product10,512,N,under 18
93120,product5,160,N,above 45
93122,product3,826,N,18 - 25
93124,product1,104,N,under 18
93124,product11,31,N,under 18
93158,product11,515,N,under 18
93161,product10,374,N,under 18
93226,product3,376,N,under 18
93227,product3,234,N,other
93227,product9,234,N,other
93231,product3,2492,N,under 18
93242,product3,737,N,above 45
93243,product7,742,N,under 18
93266,product10,393,N,25-35
93267,product6,267,N,18 - 25
93275,product11,595,N,25-35
93288,product10,997.5,N,25-35
93297,product10,595,N,18 - 25
93352,product10,537.5,Y,under 18
93362,product2,531,N,25-35
93387,product5,415,N,above 45
93389,product10,826,N,18 - 25
93393,product5,4312,N,under 18
93420,product5,2653,N,above 45
93423,product4,1060,N,25-35
93447,product10,137,N,under 18
93477,product4,254,N,25-35
93492,product10,27,N,under 18
93496,product10,57,N,25-35
93511,product3,330,N,25-35
93544,product10,647,N,18 - 25
93599,product10,812,N,18 - 25
93629,product1,484,Y,under 18
93646,product11,454.5,N,above 45
93752,product9,226,N,under 18
93752,product11,,N,under 18
93769,product5,407,N,above 45
93800,product5,1107,N,above 45
93806,product3,467,N,above 45
93813,product2,429,N,35-45
93815,product3,358,N,25-35
93816,product10,193,N,under 18
93816,product1,537.5,N,under 18
93829,product4,70,N,25-35
93834,product1,1203,Y,25-35
93834,product11,1528,N,25-35
93852,product5,333,N,above 45
93854,product1,1484,Y,under 18
93912,product5,546,Y,25-35
93931,product2,564,N,under 18
93950,product2,741.5,Y,35-45
93955,product3,598,N,under 18
93959,product11,251.5,N,under 18
93978,product3,460,N,25-35
94015,product3,416,N,25-35
94022,product9,220,N,25-35
94022,product8,220,N,25-35
94029,product5,418,N,25-35
94039,product10,542,N,under 18
94067,product10,537.5,N,under 18
94116,product10,501,N,25-35
94124,product10,249,N,above 45
94127,product10,534,N,under 18
94150,product11,5575,N,25-35
94155,product10,479.5,N,under 18
94255,product9,235,N,other
94255,product5,235,N,other
94257,product2,587,N,under 18
94257,product10,479.5,N,under 18
94282,product3,548.5,Y,18 - 25
94283,product11,624.5,N,above 45
94287,product9,227.5,N,25-35
94287,product6,227.5,N,25-35
94294,product10,524,N,25-35
94308,product3,394.5,N,25-35
94310,product3,469,Y,under 18
94322,product5,48,N,above 45
94328,product5,457,N,above 45
94398,product6,474.5,N,35-45
94409,product6,501.5,N,35-45
94409,product11,501.5,N,35-45
94433,product11,660,N,25-35
94447,product11,110,N,under 18
94523,product3,2646,N,under 18
94525,product9,9059,N,under 18
94525,product6,9059,N,under 18
94541,product11,1357,N,25-35
94545,product10,366,N,other
94604,product1,484,N,under 18
94633,product6,379,N,18 - 25
94642,product3,440,N,other
94643,product3,226,N,under 18
94643,product9,226,N,under 18
94646,product5,219,N,25-35
94651,product3,937,N,under 18
94725,product5,49,N,25-35
94737,product11,484,Y,under 18
94746,product3,416,N,25-35
94749,product2,474,N,under 18
94811,product4,548,N,25-35
94822,product4,532,N,25-35
94828,product5,11,N,25-35
94849,product5,496,N,25-35
94887,product10,21,N,above 45
94931,product3,416,N,25-35
94935,product2,602,Y,18 - 25
94946,product6,699,N,18 - 25
94985,product3,3069,N,under 18
94986,product10,2639,Y,under 18
95001,product3,416,N,25-35
95005,product3,442,N,above 45
95015,product8,102,N,under 18
95016,product8,446,N,under 18
95017,product8,51,N,under 18
95029,product5,548,N,25-35
95039,product8,211,N,under 18
95080,product11,288,Y,35-45
95113,product11,128,N,under 18
95160,product7,24,N,35-45
95164,product7,64,N,35-45
95188,product7,43,Y,under 18
95251,product10,1344,Y,under 18
95254,product2,662,N,under 18
95287,product1,534,Y,under 18
95292,product5,512.5,N,under 18
95302,product8,452,N,under 18
95303,product8,446,N,under 18
95304,product8,446,N,under 18
95306,product8,479.5,Y,under 18
95311,product9,226,Y,under 18
95311,product4,226,N,under 18
95345,product4,399,N,under 18
95353,product11,216,N,25-35
95357,product2,1792,N,25-35
95362,product9,233,N,other
95362,product6,233,N,other
95365,product11,3446,N,under 18
95381,product11,515,N,under 18
95382,product3,1701,N,under 18
95397,product9,2521,N,under 18
95397,product1,2521,N,under 18
95506,product11,720.5,N,25-35
95535,product3,353,N,under 18
95617,product10,138,N,under 18
95636,product8,190,N,under 18
95680,product3,472.5,N,25-35
95714,product2,386,N,25-35
95734,product10,534,N,under 18
95745,product5,80,Y,above 45
95772,product11,551.5,N,18 - 25
95808,product11,404.5,Y,25-35
95850,product9,198,N,other
95850,product1,,N,other
95892,product11,325,N,under 18
95898,product11,484,N,under 18
95901,product11,2080,N,18 - 25
95909,product1,649,N,35-45
95928,product8,474,Y,under 18
95938,product8,649.5,N,under 18
95943,product5,572.5,N,25-35
95945,product1,52,N,25-35
95956,product5,198,N,25-35
95999,product2,263,N,under 18
96001,product11,230,N,under 18
96014,product1,138,N,under 18
96050,product10,764,Y,35-45
96054,product10,647,N,18 - 25
96057,product10,417,Y,18 - 25
96058,product10,2431,Y,18 - 25
96059,product10,3687,N,18 - 25
96076,product8,190,N,under 18
96079,product5,422,N,25-35
96080,product9,9829,N,under 18
96080,product6,9829,N,under 18
96124,product11,515,N,under 18
96154,product3,1491,Y,under 18
96171,product11,484,N,under 18
96184,product10,924,N,under 18
96192,product11,720.5,Y,25-35
96196,product4,532,N,25-35
96202,product11,754.5,N,25-35
96242,product1,484,N,under 18
96252,product10,259,N,under 18
96268,product11,505,N,under 18
96307,product3,3556,N,under 18
96329,product10,128,N,25-35
96342,product3,1764,N,under 18
96358,product10,4244,Y,under 18
96389,product5,457,N,above 45
96397,product3,88,N,under 18
96412,product8,446,Y,under 18
96477,product10,531,N,25-35
96478,product3,182,N,25-35
96484,product9,226.5,N,other
96484,product5,226.5,N,other
96495,product10,479.5,N,under 18
96514,product5,391,N,above 45
96523,product8,893,N,under 18
96535,product11,484,N,under 18
96538,product5,572.5,N,25-35
96542,product10,1498,N,under 18
96556,product11,95,N,35-45
96558,product8,446,N,under 18
96573,product4,123,N,25-35
96594,product1,3494,N,above 45
96600,product5,391,Y,above 45
96611,product11,136,Y,25-35
96649,product11,150,N,above 45
96656,product6,406,N,35-45
96656,product7,40,N,35-45
96656,product11,83,N,35-45
96660,product11,484,Y,under 18
96666,product4,532,N,25-35
96688,product10,664,Y,35-45
96689,product10,664,N,35-45
96735,product3,1001,N,under 18
96736,product9,214.5,N,other
96736,product1,214.5,N,other
96740,product2,436,N,35-45
96746,product1,754.5,N,25-35
96764,product3,3101,N,25-35
96765,product11,484,N,under 18
96766,product11,190,N,35-45
96771,product11,604,Y,above 45
96778,product8,223,N,under 18
96782,product11,473.5,Y,35-45
96795,product3,460,N,25-35
96823,product10,436,N,35-45
96831,product10,436,N,35-45
96836,product10,1092,N,under 18
96839,product11,8879,N,25-35
96839,product10,572.5,N,25-35
96876,product11,775.5,N,25-35
96883,product10,436,N,35-45
96894,product9,1443,N,under 18
96894,product11,1443,N,under 18
96897,product1,544,N,above 45
96909,product4,592,N,25-35
96929,product11,48,N,under 18
96939,product1,137,N,35-45
96986,product3,169,N,25-35
96986,product9,169,Y,25-35
97013,product11,484,N,under 18
97032,product5,69,N,25-35
97045,product10,452,N,under 18
97094,product11,364.5,N,under 18
97106,product10,2016,N,18 - 25
97116,product8,8,N,under 18
97117,product8,206,Y,under 18
97121,product8,474,N,under 18
97131,product3,193,N,under 18
97131,product9,193,N,under 18
97152,product10,1581,N,under 18
97156,product8,206,N,under 18
97205,product10,430,N,35-45
97235,product2,170,N,under 18
97240,product11,534,N,under 18
97243,product8,396,N,under 18
97246,product4,189,N,25-35
97260,product8,466,N,under 18
97261,product3,4425,N,under 18
97262,product3,7419,N,under 18
97265,product3,11921,N,under 18
97267,product3,3038,Y,under 18
97268,product3,9667,N,under 18
97269,product3,6485,N,under 18
97276,product3,11869,N,under 18
97277,product3,10805,Y,under 18
97287,product3,5351,Y,under 18
97291,product11,2183,N,under 18
97291,product3,397,N,under 18
97305,product1,754.5,N,25-35
97315,product3,535,N,18 - 25
97317,product3,3283,N,under 18
97318,product3,548.5,N,18 - 25
97323,product3,376,N,under 18
97337,product8,156,N,under 18
97339,product8,512,N,under 18
97371,product3,4606,N,under 18
97372,product5,1765,N,under 18
97376,product3,1456,N,under 18
97381,product3,460,N,under 18
97382,product1,450,N,under 18
97395,product3,12607,N,under 18
97419,product3,3392,N,under 18
97437,product3,8799,N,under 18
97445,product3,1022,N,under 18
97446,product3,9653,N,under 18
97448,product3,4683,N,under 18
97503,product3,4407,N,under 18
97504,product3,5922,Y,under 18
97510,product3,568.5,N,18 - 25
97511,product10,452,N,under 18
97516,product5,357,N,above 45
97521,product5,529,N,under 18
97541,product3,301,N,25-35
97545,product3,1456,N,under 18
97562,product3,1882,N,other
97596,product3,1146,N,25-35
97602,product3,4200,N,under 18
97604,product3,7326,N,under 18
97606,product8,468.5,Y,under 18
97614,product3,394.5,N,25-35
97647,product6,2266,Y,other
97703,product3,182,N,25-35
97733,product6,3810,N,other
97747,product3,325,Y,under 18
97761,product3,1428,N,under 18
97795,product10,479.5,Y,under 18
97828,product8,446,N,under 18
97831,product8,446,N,under 18
97833,product8,446,N,under 18
97835,product8,446,N,under 18
97836,product8,446,N,under 18
97837,product5,391,N,above 45
97841,product8,85,N,under 18
97843,product8,446,N,under 18
97849,product5,391,N,above 45
97866,product8,446,N,under 18
97870,product8,446,N,under 18
97873,product8,446,N,under 18
97877,product2,417,Y,18 - 25
97892,product8,223,N,under 18
97895,product8,446,N,under 18
97897,product8,446,Y,under 18
97900,product8,224,N,under 18
97902,product8,223,N,under 18
97907,product8,160,N,under 18
97908,product8,446,N,under 18
97927,product8,446,N,under 18
97928,product8,245,N,under 18
97944,product3,1365,N,25-35
97953,product3,460,N,under 18
97957,product3,2094,Y,under 18
97957,product9,2094,N,under 18
97963,product5,572.5,Y,25-35
97966,product3,2,N,above 45
97973,product3,5355,N,under 18
97978,product5,391,N,above 45
97992,product5,116,N,under 18
97997,product3,9702,Y,under 18
97998,product10,1815,N,under 18
98019,product10,1365,Y,25-35
98029,product2,1037,N,25-35
98030,product10,5390,N,25-35
98035,product10,550,N,25-35
98041,product3,472.5,N,other
98068,product4,14,Y,25-35
98082,product7,433,Y,35-45
98111,product8,190,N,under 18
98123,product8,474,N,under 18
98127,product10,952,N,under 18
98132,product11,50,N,under 18
98137,product11,27,N,under 18
98151,product3,4214,N,under 18
98179,product8,446,N,under 18
98265,product9,1506,Y,under 18
98265,product5,1506,Y,under 18
98290,product11,544,Y,25-35
98361,product1,478,N,25-35
98381,product3,6282,Y,under 18
98398,product3,6504,N,under 18
98406,product8,446,N,under 18
98416,product8,446,N,under 18
98450,product9,2271,N,25-35
98450,product2,2271,N,25-35
98461,product3,362.5,N,under 18
98464,product7,123,N,35-45
98468,product10,2856,N,18 - 25
98473,product7,433,Y,35-45
98483,product8,446,N,under 18
98489,product8,479.5,N,under 18
98493,product5,446.5,N,under 18
98500,product3,86,N,under 18
98521,product11,580,Y,35-45
98526,product9,272,N,above 45
98526,product7,272,N,above 45
98556,product10,4130,N,above 45
98562,product11,754.5,N,25-35
98567,product3,1862,N,under 18
98587,product3,460,N,25-35
98600,product8,223,N,under 18
98601,product5,2260,Y,above 45
98612,product8,452,N,under 18
98626,product11,137,N,35-45
98647,product1,537,N,under 18
98654,product11,754.5,N,25-35
98658,product2,1334,N,25-35
98659,product5,552,N,25-35
98662,product9,193,N,under 18
98662,product10,193,N,under 18
98664,product3,182,N,25-35
98666,product9,193,N,under 18
98666,product1,193,N,under 18
98670,product3,1764,N,above 45
98670,product9,1764,N,above 45
98676,product3,378,N,under 18
98690,product3,5810,N,under 18
98732,product5,512.5,N,under 18
98767,product11,520,N,25-35
98833,product3,193,N,under 18
98833,product9,193,N,under 18
98838,product1,580,Y,35-45
98873,product1,754.5,Y,25-35
98879,product10,138,N,under 18
98895,product11,932,N,under 18
98895,product4,488,N,under 18
98898,product8,446,N,under 18
98901,product11,347.5,Y,under 18
98908,product3,469,N,under 18
98915,product6,467,N,above 45
98969,product3,10857,Y,under 18
98973,product3,4491,N,under 18
98979,product5,3171,N,above 45
98984,product11,264.5,Y,35-45
98994,product8,446,N,under 18
99029,product11,350,Y,under 18
99039,product9,193,N,under 18
99039,product4,193,N,under 18
99050,product11,484,N,under 18
99063,product11,580,N,35-45
99069,product8,446,N,under 18
99070,product8,223,N,under 18
99090,product4,198,N,above 45
99098,product8,446,N,under 18
99118,product11,247,N,35-45
99157,product10,1309,N,under 18
99189,product9,220,N,above 45
99189,product11,220,N,above 45
99195,product11,473.5,Y,35-45
99223,product2,562,N,18 - 25
99280,product5,551,N,under 18
99326,product2,3192,N,under 18
99341,product11,1311.5,N,under 18
99352,product3,3470,N,under 18
99362,product11,501,N,25-35
99384,product3,896,N,under 18
99415,product10,468.5,N,under 18
99452,product11,463,N,under 18
99474,product11,505,Y,under 18
99504,product11,259,N,under 18
99511,product3,460,N,under 18
99541,product5,294.5,N,above 45
99553,product4,254,N,under 18
99573,product1,539.5,N,25-35
99609,product8,402,N,under 18
99611,product8,4341,Y,under 18
99611,product11,223,Y,under 18
99612,product8,474,Y,under 18
99613,product8,223,N,under 18
